"depth","best.age","min.age","max.age"
10,35,-30,86
14,71,15,123
20,132,86,183
24,179,136,226
30,260,222,300
40,430,405,455
50,642,617,668
60,892,847,933
70,1173,1102,1231
80,1477,1378,1553
90,1796,1670,1889
100,2124,1970,2230
110,2452,2273,2570
120,2774,2573,2901
130,3081,2864,3217
140,3367,3140,3513
150,3625,3392,3785
170,4056,3826,4249
190,4417,4166,4629
200,4586,4316,4803
210,4754,4466,4973
230,5136,4859,5389
250,5710,5452,5999
270,6594,6304,6921
290,7716,7390,8046
310,8955,8608,9278
330,10191,9845,10516
350,11303,10929,11650
370,12218,11783,12626
390,12967,12458,13393
400,13284,12758,13713
420,13828,13282,14253
440,14280,13748,14714
460,14675,14150,15148
480,NA,NA,NA
500,NA,NA,NA
520,NA,NA,NA
540,NA,NA,NA
560,NA,NA,NA
580,NA,NA,NA
600,NA,NA,NA
620,NA,NA,NA
640,NA,NA,NA
660,NA,NA,NA
680,NA,NA,NA
710,NA,NA,NA
